latitude,longitude,count
16.025260524849188,77.31313521675065,62
16.025260524876142,76.98330763442972,18
16.025260524876142,77.3131352167611,18
16.025705511699933,76.98347936455991,5
16.025705511699933,77.31330768265249,5
16.026150498523734,76.98365110009978,1
16.026150498523734,77.3134801539768,1
16.028398800004382,76.54240261020442,1
16.0297571277565,76.54292394080734,216
16.029757127810488,76.54292394071578,62
16.029757127837442,76.54292394072613,18
16.030202114661233,76.54309473897703,5
16.032895402965682,76.5394500278008,1
16.034253730717797,76.53997149245845,216
16.034253730771788,76.5399714923669,62
16.03425373079874,76.53997149237723,18
16.034698717622533,76.54014233454484,5
16.04818852650643,76.7418396118617,5
16.048633513330227,76.7420110615517,1
16.049991841082342,76.74253444732072,216
16.049991841082342,77.14492723888152,216
16.049991841136332,76.74253444722923,62
16.049991841136332,77.14492723879016,62
16.049991841163283,76.74253444723962,18
16.049991841163283,77.1449272388006,18
16.050436827987077,77.14509960945058,5
16.050881814810875,77.14527198552413,1
16.056736745524294,76.50649774580168,216
16.05673674557828,76.50649774571015,62
16.056736745605235,76.5064977457205,18
16.057181732429026,76.50666876562028,5
16.057626719252827,76.5068397908994,1
16.06572995144689,77.23057591980003,216
16.06572995150088,77.2305759197087,62
16.065729951527832,77.23057591971917,18
16.066174938351622,77.2307486601484,5
16.066619925175424,77.23092140600882,1
16.07472315736949,76.80588764154852,216
16.074723157423477,76.80588764145708,62
16.07472315745043,76.80588764146748,18
16.07516814427422,76.80605953340249,5
16.07561313109802,76.80623143073973,1
16.088212966253387,76.75728228020691,216
16.08821296630737,76.75728228011546,62
16.08821296633433,76.75728228012588,18
16.088657953158116,76.74809442409116,5
16.088657953158116,76.75745421530196,5
16.089102939981917,76.74826634370102,1
16.089102939981917,76.75762615587823,1
16.090461267734035,76.74879116393417,215
16.090461267788026,76.74879116384272,62
16.090461267814977,76.74879116385313,18
16.12057916071101,76.70895367693306,1
16.12193748846313,76.70947931068888,216
16.121937488517116,76.70947931059744,62
16.121937488544066,76.70947931060788,18
16.12238247536786,76.70965151860993,5
16.128682392905073,76.5740053641917,216
16.128682392959064,76.57400536410023,62
16.128682392986015,76.57400536411066,18
16.12912737980981,76.57417734384421,5
16.129572366633607,76.57434932896912,1
16.13093069438572,77.45956311790596,216
16.130930694439712,77.45956311781472,62
16.130930694466667,77.45956311782525,18
16.131375681290457,77.4597371120391,5
16.13182066811426,77.45991111170686,1
16.135427297347025,77.4800455815689,216
16.135427297401012,77.48004558147768,62
16.135427297427967,77.48004558148823,18
16.135872284251754,77.48021967288817,5
16.136317271075555,77.48039376974394,1
16.15791031215352,77.09559979039685,216
16.157910312207505,77.09559979030556,62
16.15791031223446,77.09559979031606,18
16.15835529905825,77.09577327254836,5
16.158800285882048,77.09594676021172,1
16.180393326960015,77.1816258492905,216
16.180393327014,77.18162584919924,62
16.180393327040953,77.18162584920978,18
16.180838313864744,77.18179978001292,5
16.181283300688545,77.1819737162555,1
16.19432812274864,76.55261066205958,5
16.19477310957244,76.55278333214424,1
16.19613143732456,76.55331044319209,216
16.196131437378547,76.55331044310066,62
16.1961314374055,76.55331044311112,18
16.201073027190592,76.66292724570171,5
16.20151801401439,76.66310024061941,1
16.202876341766505,76.66362834327644,216
16.202876341820495,76.66362834318505,62
16.202876341847446,76.66362834319553,18
16.209621246208457,76.64283764498774,216
16.209621246262444,76.64283764489635,62
16.209621246289398,76.64283764490682,18
16.210066233113185,76.64301069079995,5
16.21051121993699,76.64318374209748,1
16.214117849169753,77.23696886057489,216
16.214117849223744,77.23696886048367,62
16.214117849250695,77.23696886049424,18
16.21456283607449,77.23714329888723,5
16.215007822898286,77.237317742727,1
16.221307740516433,77.03139295486818,5
16.221752727340235,77.0315670103976,1
16.22311105509235,77.03209835075839,216
16.22311105514634,77.03209835066713,62
16.223111055173295,77.03209835067767,18
16.223556041997085,76.96905073089073,5
16.224001028820886,76.96922467099822,1
16.225359356573,76.96975565900634,216
16.22535935662699,76.96975565891508,62
16.225359356653943,76.9697556589256,18
16.234797549400334,76.80484574618066,5
16.23524253622413,76.8050194421575,1
16.236600863976246,76.80554968488933,216
16.236600864030237,76.80554968479801,62
16.236600864057188,76.80554968480853,18
16.292808400992485,76.91888781377538,216
16.292808401046475,76.91888781368414,62
16.292808401073426,76.91888781369471,18
16.29325338789722,76.91906242390634,5
16.293698374721018,76.91923703955038,1
16.31753971727963,77.3619936184145,216
16.317539717333617,77.3619936183234,62
16.31753971736057,77.36199361833405,18
16.31798470418436,77.3621695159578,5
16.318429691008163,77.3623454190478,1
16.340022732086123,76.7828110338406,216
16.340022732140113,76.78281103374938,62
16.340022732167064,76.78281103375997,18
16.34046771899086,76.78298586858664,5
16.340912705814656,76.78316070884097,1
16.3656440221018,76.84912426981516,1
16.367002349853916,76.84965931817774,216
16.367002349907906,76.84965931808655,62
16.367002349934857,76.84965931809718,18
16.36744733675865,76.8498346103858,5
16.374637228024397,76.73315678312716,1
16.375995555776512,76.733691334263,215
16.375995555830503,76.73369133417178,62
16.375995555857457,76.7336913341824,18
16.376440542681248,76.73386646356532,5
16.39623026910236,77.1705410679928,216
16.396230269156348,77.17054106790171,62
16.396230269183302,77.1705410679124,18
16.396675256007093,77.17071742428674,5
16.397120242830894,77.170893786122,1
16.46817591648314,77.01625611056983,216
16.46817591653713,77.01625611047876,62
16.468175916564086,77.01625611048946,18
16.468620903387873,77.01643293069844,5
16.469065890211677,77.01660975636487,1
